Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
Young Engineers Hougang,Education,Robotics / STEM / Coding Instructors,"['robot', 'stem', 'code', 'instructor']",180,800,392.0,2021-03-19
Prelude Recruit,Business Development / Sales,B2B Sales and Business Development Associate,"['b2b', 'sale', 'and', 'busi', 'develop', 'associ']",2500,4000,2600.0,2021-03-16
Prelude Recruit,Business Development / Sales,Business Development/Sales Solutions (B2B),"['busi', 'development/sal', 'solut', 'b2b']",2500,4000,2600.0,2021-03-19
Bata Shoe Singapore Pte Ltd,Human Resource,Talent Acquisition,"['talent', 'acquisit']",2500,3000,2500,2021-03-17
Salad Stop Pte Ltd,Design,Graphic Designer,"['graphic', 'design']",3000,3200,3000,2021-03-16
Alinea Marketing Group,Business Development / Sales,"Business Development Associates (Entry Level, Fast Progression)","['busi', 'develop', 'associ', 'entri', 'level', 'fast', 'progress']",2500,3500,2500,2021-03-17
Mintable Pte Ltd,Marketing,Head Of Marketing,"['head', 'Of', 'market']",4000,6000,4000.0,2021-03-19
MAF Intelligence Pte Ltd,Business Development / Sales,Business Development Representative,"['busi', 'develop', 'repres']",3000,5000,3200.0,2021-03-18
Lexagle,Software Engineering,Software Engineer #SGUnitedTraineeships #SGUP,"['softwar', 'engin', 'sgunitedtraineeship', 'sgup']",2500,2500,2500,2021-03-18
Kobe Global Technologies Pte Ltd,Media & Communications,Country Specialist - Malaysia,"['countri', 'specialist', 'malaysia']",350,800,460.0,2021-03-16
Recoil,Design,Fashion Designer for Male clothing,"['fashion', 'design', 'for', 'male', 'cloth']",1500,4000,2200.0,2021-03-17
Jasper Seah & Associates,Administrative,Personal Assistant/Admin Assistant (Part-time/Full-time),"['person', 'assistant/admin', 'assist', 'part-time/full-tim']",1500,1800,1500,2021-03-18
Hodie Marketing,Marketing,B2B Corporate Brand Ambassador (IMMEDIATE),"['b2b', 'corpor', 'brand', 'ambassador', 'immedi']",2500,4000,2600.0,2021-03-17
KeyQuest Mortgage,Marketing,Marketing Executive,"['market', 'execut']",2000,3500,2200.0,2021-03-19
Bacha Coffee,Hospitality and Travel,F&B Associate - 5 days work/ Orchard/ up to 2400,"['F', 'B', 'associ', 'day', 'work/', 'orchard/', 'up', 'to']",1800,2200,1800,2021-03-19
Spike Marketing,Business Development / Sales,Business Development Associate (Entry-Level),"['busi', 'develop', 'associ', 'entry-level']",250,4000,1700.0,2021-03-17
Globibo Pte Ltd,Business Development / Sales,Business Development Executive/ Manager,"['busi', 'develop', 'executive/', 'manag']",2600,3200,2600,2021-03-17
Classic Fine Foods (s) Pte Ltd,Operations,Inventory Control Executive,"['inventori', 'control', 'execut']",2500,3000,2500,2021-03-17
Bukit Batok Driving Centre Ltd,Other,Driving Instructor / Instructress (Permanent Positions),"['drive', 'instructor', 'instructress', 'perman', 'posit']",2430,2720,2430,2021-03-17
Alinea Marketing Group,Business Development / Sales,"Sales and Marketing Associates (No Experience Required, Training Provided!)","['sale', 'and', 'market', 'associ', 'No', 'experi', 'requir', 'train', 'provid']",2500,3500,2500,2021-03-17
Vlc Marketing,Business Development / Sales,Corporate Sales & Marketing (ENTRY LEVEL; TRAINING GIVEN),"['corpor', 'sale', 'market', 'entri', 'level', 'train', 'given']",2900,3500,2900,2021-03-15
Iq Dynamics Pte Ltd,Software Engineering,Application Developer (NET),"['applic', 'develop', 'net']",3500,4500,3500,2021-03-16
Runda Trading Pte Ltd,Operations,Sales/Warehouse/Delivery Driver,"['sales/warehouse/deliveri', 'driver']",1800,2200,1800,2021-03-18
Sunriseclick,Marketing,E-Commerce Executive,"['e-commerc', 'execut']",3000,3500,3000,2021-03-17
Aegis Technologies Pte. Ltd.,Software Engineering,Software Developer,"['softwar', 'develop']",3000,8000,4400.0,2021-03-17
Alinea Marketing Group,Business Development / Sales,"Business Development Associates (Entry Level, Professional Guidance Provided!) ","['busi', 'develop', 'associ', 'entri', 'level', 'profession', 'guidanc', 'provid']",2500,3500,2500,2021-03-17
Asia Innovatory Management School,Education,Math Teacher (H1/H2),"['math', 'teacher', 'h1/h2']",3500,5000,3500,2021-03-16
Ignite Marketing Group ,Operations,Sales & Marketing Representative ,"['sale', 'market', 'repres']",3000,4500,3000.0,2021-03-16
Terra SG,Operations,Gallery Operations & Management Executive,"['galleri', 'oper', 'manag', 'execut']",2000,3200,2080.0,2021-03-16
Prelude Recruit,Business Development / Sales,Sales Development Representative (B2B Sales) ,"['sale', 'develop', 'repres', 'b2b', 'sale']",2500,4000,2600.0,2021-03-17
Alinea Marketing Group,Business Development / Sales,"B2B Sales and Marketing Associates (Entry Level, Professional Training Provided!) ","['b2b', 'sale', 'and', 'market', 'associ', 'entri', 'level', 'profession', 'train', 'provid']",2500,3500,2500,2021-03-16
Prelude Recruit,Business Development / Sales,B2B Corporate Sales Representative,"['b2b', 'corpor', 'sale', 'repres']",2500,4000,2600.0,2021-03-09
Axplore Marketing Group,Business Development / Sales,Business Development Associate ,"['busi', 'develop', 'associ']",2800,4800,3040.0,2021-03-04
Recruit Express Pte Ltd,Administrative,Contract to Perm Administrative Assistant Urgent! Up to $2.5K REF:JCL,"['contract', 'to', 'perm', 'administr', 'assist', 'urgent', 'Up', 'to', '2.5k', 'ref', 'jcl']",2000,2500,2000,2021-03-09
Prelude Recruit,Business Development / Sales,Sales and Marketing Asscoiate ,"['sale', 'and', 'market', 'asscoiat']",2500,4000,2600.0,2021-03-05
Uilicious Private Limited,Finance,Finance Executive,"['financ', 'execut']",3000,4000,3000,2021-03-05
August Robotics Limited,Engineering,ROBOT ENGINEER,"['robot', 'engin']",5000,7000,5000,2021-03-09
Limitless Marketing Group,Business Development / Sales,Direct Sales and Marketing Associates,"['direct', 'sale', 'and', 'market', 'associ']",3000,3650,3000,2021-03-07
Zero2.5 Biotech Pte Ltd,Engineering,Technical Support Engineer,"['technic', 'support', 'engin']",2500,3500,2500,2021-03-08
BloomBack Pte Ltd,Design,Graphics Designer,"['graphic', 'design']",2300,3000,2300,2021-03-04
Saturday Kids,Administrative,"Social Impact Executive (Admin & Ops), Saturday Kids","['social', 'impact', 'execut', 'admin', 'op', 'saturday', 'kid']",1800,2300,1800,2021-03-09
Eaglesview Marketing Pte Ltd,Business Development / Sales,Brand Ambassador (Entry level),"['brand', 'ambassador', 'entri', 'level']",3000,4000,3000,2021-03-08
Arise Global Pte Ltd,Engineering,"Research Development, Data Analysis & Signal Processing Engineer","['research', 'develop', 'data', 'analysi', 'signal', 'process', 'engin']",2800,3200,2800,2021-03-18
ESCO Pte Ltd,Design,System Designer,"['system', 'design']",3200,4000,3200,2021-03-18
Jk Group,Business Development / Sales,Sales Associate,"['sale', 'associ']",3000,5000,3200.0,2021-03-19
Witty Mitty,Education,Part-Time Instructors,"['part-tim', 'instructor']",120,300,168.0,2021-03-19
UCARS,Media & Communications,Content & Social Media Marketing Executive,"['content', 'social', 'media', 'market', 'execut']",2200,2500,2200,2021-03-18
Atlas Marketing Group,Marketing,Product Marketer,"['product', 'market']",2500,4500,2800.0,2021-03-18
One Degree Alliance Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",500,2000,1000.0,2021-03-18
Imapac Pte Ltd,Other,Project Manager,"['project', 'manag']",3500,5000,3500,2021-03-17
PURE International (Singapore) Pte. Ltd.,Operations,Full-time Customer Care Representative,"['full-tim', 'custom', 'care', 'repres']",1700,2000,1700,2021-03-17
Million Marketing,Business Development / Sales,Brand Ambassador (FUN!),"['brand', 'ambassador', 'fun']",2500,5500,3200.0,2021-03-15
The Minimalist Society,Design,Design Lead (Learn & Earn Program),"['design', 'lead', 'learn', 'earn', 'program']",1800,2000,1800,2021-03-18
Kairos Organization,Business Development / Sales,Corporate Brand Associate ,"['corpor', 'brand', 'associ']",2500,5500,3200.0,2021-03-17
Onestop Creative Associate Pte Ltd,Business Development / Sales,Business Development Executive / Manager ,"['busi', 'develop', 'execut', 'manag']",2800,3500,2800,2021-03-17
Eaglesview Marketing Pte Ltd,Business Development / Sales,Customer Acquisition Ambassadors (Mentorship provided),"['custom', 'acquisit', 'ambassador', 'mentorship', 'provid']",2000,4000,2400.0,2021-03-18
Y Ventures Group PTE LTD,Business Development / Sales,Digital Sales Executive,"['digit', 'sale', 'execut']",250,500,300.0,2021-03-19
Y Ventures Group PTE LTD,Other,E Commerce Specialist Level 1,"['E', 'commerc', 'specialist', 'level']",250,400,260.0,2021-03-19
Eden Cube Marketing Group Pte Ltd,Marketing,Events and Sales Representative (Entry Level with Coaching),"['event', 'and', 'sale', 'repres', 'entri', 'level', 'with', 'coach']",2000,4000,2400.0,2021-03-16
Resolutez,Business Development / Sales,Sales representative (No experience needed),"['sale', 'repres', 'No', 'experi', 'need']",2500,4000,2600.0,2021-03-16
Glints,Software Engineering,Mobile Engineer,"['mobil', 'engin']",4000,8000,4800.0,2021-03-17
Asia Innovatory Management School,Education,Math Teacher (Sec),"['math', 'teacher', 'sec']",3500,5000,3500,2021-03-16
Carro Singapore,Marketing,Digital Marketing Analyst,"['digit', 'market', 'analyst']",4000,5000,4000,2021-03-17
Ascen Resources (S) Pte Ltd,Business Development / Sales,Sales & Marketing Executive,"['sale', 'market', 'execut']",2500,3000,2500,2021-03-17
Iq Dynamics Pte Ltd,Software Engineering,System Engineer,"['system', 'engin']",3500,3800,3500,2021-03-16
Epitome Productions ,Media & Communications,Producer,['produc'],2800,3500,2800,2021-03-17
Iq Dynamics Pte Ltd,Software Engineering,Application Consultant (Project),"['applic', 'consult', 'project']",3800,5000,3800,2021-03-16
UCARS,Media & Communications,Content Video Producer,"['content', 'video', 'produc']",2200,2200,2200,2021-03-18
Halcyon Marketing,Business Development / Sales,Project Sales Representative,"['project', 'sale', 'repres']",2000,4000,2400.0,2021-03-16
Bacha Coffee,Operations,Demi Chef 5 days work,"['demi', 'chef', 'day', 'work']",1800,2200,1800,2021-03-19
Carro Singapore,Operations,E-Commerce Listing Executive,"['e-commerc', 'list', 'execut']",2000,3000,2000.0,2021-03-18
Maveric Systems Ltd Singapore Branch,Engineering,Tableau developer,"['tableau', 'develop']",5000,8000,5200.0,2021-03-19
Starline Marketing Group,Business Development / Sales,Sales Development Representative,"['sale', 'develop', 'repres']",2500,4500,2800.0,2021-03-17
ESCO Pte Ltd,Engineering,Site Engineer,"['site', 'engin']",2600,3200,2600,2021-03-18
Future Ready Academy,Education,Training Executive (A.I. & Data) ,"['train', 'execut', 'a.i', 'data']",2500,3500,2500,2021-03-18
One Degree Alliance Pte Ltd,Finance,Wealth Management Executive,"['wealth', 'manag', 'execut']",1500,3000,1800.0,2021-03-19
KeyQuest Mortgage,Consulting,Relationship Manager,"['relationship', 'manag']",2500,4000,2600.0,2021-03-19
Kobe Global Technologies Pte Ltd,Business Development / Sales,Channel Sales Manager,"['channel', 'sale', 'manag']",2800,4000,2800,2021-03-18
Dazzle,Marketing,Events & Marketing Representative ,"['event', 'market', 'repres']",2000,3500,2200.0,2021-03-16
Riveria Marketing,Business Development / Sales,SALES & MARKETING EXECUTIVE,"['sale', 'market', 'execut']",3000,3500,3000,2021-03-15
FOMO PAY PTE LTD,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2500,4000,2600.0,2021-03-19
Terra SG,Management,Assistant Gallery Manager,"['assist', 'galleri', 'manag']",2800,4500,2920.0,2021-03-16
Carro Singapore,Software Engineering,Software Tester (QA),"['softwar', 'tester', 'QA']",2000,3000,2000.0,2021-03-16
Alinea Marketing Group,Business Development / Sales,"B2B Sales and Marketing Associates (Entry level, No Experience Required!) ","['b2b', 'sale', 'and', 'market', 'associ', 'entri', 'level', 'No', 'experi', 'requir']",2500,3500,2500,2021-03-18
SearchAsia Consulting Pte Ltd,Human Resource,Legal Recruiter #LKC,"['legal', 'recruit', 'lkc']",2800,5000,3120.0,2021-03-17
Novelship,Marketing,Social Media Manager,"['social', 'media', 'manag']",3700,4700,3700,2021-03-17
Logistics 9 Pte. Ltd.,Administrative,Office Admin / Data entry and sorting - Secreterial Executive,"['offic', 'admin', 'data', 'entri', 'and', 'sort', 'secreteri', 'execut']",1500,1800,1500,2021-03-18
Merchant Brothers Pte Ltd,Design,Graphic Designer (Immediate Vacancy),"['graphic', 'design', 'immedi', 'vacanc']",2000,2400,2000,2021-03-18
SMS-SME PTE LTD,Administrative,Admin Assistant,"['admin', 'assist']",1800,2200,1800,2021-03-16
Atlas Marketing Group,Marketing,F2F Marketing,"['f2f', 'market']",2500,4500,2800.0,2021-03-18
SMS-SME PTE LTD,Administrative,Accounts cum Admin Assistant,"['account', 'cum', 'admin', 'assist']",1800,2200,1800,2021-03-15
Bata Shoe Singapore Pte Ltd,Operations,Customer Service Officer (Contract),"['custom', 'servic', 'offic', 'contract']",1400,1800,1400,2021-03-16
Qashier,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2800,3500,2800,2021-03-15
Carro Singapore,Business Development / Sales,Automotive Salesman,"['automot', 'salesman']",3000,8000,4400.0,2021-03-15
DSTNCT Pte Ltd,Marketing,Account Executive,"['account', 'execut']",2500,3000,2500,2021-03-16
Kinexcs,Software Engineering,Software Development - App Developer,"['softwar', 'develop', 'app', 'develop']",1000,1200,1000,2021-03-11
Roboto Coding Academy,Operations,Education Sales & Operation Executive,"['educ', 'sale', 'oper', 'execut']",2800,3200,2800,2021-03-12
SearchAsia Consulting Pte Ltd,Human Resource,Executive Specialist Consultant ,"['execut', 'specialist', 'consult']",2400,4000,2560.0,2021-03-12
Advanced Micro Foundry Pte Ltd,Engineering,Technology Development Engineer,"['technolog', 'develop', 'engin']",2800,3500,2800,2021-03-15
Iq Dynamics Pte Ltd,Marketing,Marketing Executive,"['market', 'execut']",3000,4000,3000,2021-03-11
Asia Innovatory Management School,Education,POA teacher,"['poa', 'teacher']",3500,5000,3500,2021-03-15
Pickupp Pte Ltd,Operations,Operations Coordinator,"['oper', 'coordin']",1600,2200,1600,2021-03-10
Kairos Organization,Business Development / Sales,B2B Customer Acquisition (IMMEDIATE) ,"['b2b', 'custom', 'acquisit', 'immedi']",2500,5500,3200.0,2021-03-13
Tupo,Design,Junior Designer,"['junior', 'design']",1500,2500,1600.0,2021-03-13
Carro Singapore,Data Science,Business Analyst,"['busi', 'analyst']",3500,5000,3500,2021-03-15
EVOLVE MMA,Operations,Operations Executive,"['oper', 'execut']",2500,3000,2500,2021-03-11
Asia Innovatory Management School,Education,Economics teacher,"['econom', 'teacher']",3500,5000,3500,2021-03-15
Carro Singapore,Product Management,Associate Product Manager,"['associ', 'product', 'manag']",3500,4500,3500,2021-03-15
EVOLVE MMA,Business Development / Sales,Membership Executive,"['membership', 'execut']",4000,6000,4000.0,2021-03-11
Iq Dynamics Pte Ltd,Business Development / Sales,Inside Sales Representative,"['insid', 'sale', 'repres']",2500,3500,2500,2021-03-11
Kobe Global Technologies Pte Ltd,Media & Communications,Country Specialist - Singapore,"['countri', 'specialist', 'singapor']",350,800,460.0,2021-03-16
Aptus Technologies Pte Ltd,Business Development / Sales,Customer Success Executive,"['custom', 'success', 'execut']",1800,2500,1800,2021-03-13
GoPurpose Inc. Pte Ltd,Design,Senior UI / UX Design Lead,"['senior', 'UI', 'UX', 'design', 'lead']",3000,3500,3000,2021-03-12
Glife Technologies Pte Ltd,Business Development / Sales,Sales Manager,"['sale', 'manag']",3000,4000,3000,2021-03-16
Eyeota,Software Engineering,Senior Devops Engineer,"['senior', 'devop', 'engin']",8000,12000,8000.0,2021-03-11
Eclat By Oui,Other,Retail Assistant,"['retail', 'assist']",750,2200,1180.0,2021-03-15
Qiren,Operations,Customer Service & Administrative Assistant,"['custom', 'servic', 'administr', 'assist']",1400,2000,1400,2021-03-12
Altra Marketing,Marketing,Project Leader,"['project', 'leader']",2500,3500,2500,2021-03-09
Environmental Solutions (Asia) Pte Ltd,Marketing,Sustainability & Marketing Summer Associate,"['sustain', 'market', 'summer', 'associ']",800,800,800,2021-03-15
Beauty One International Pte Ltd,Media & Communications,Copywriter,['copywrit'],2800,3500,2800,2021-03-15
Grid Pte Ltd,Media & Communications,Copywriter,['copywrit'],3000,4000,3000,2021-03-11
AYP Group Pte Ltd,Software Engineering,"Software Developer (Malaysia, WFH)","['softwar', 'develop', 'malaysia', 'wfh']",4500,4800,4500,2021-03-16
Practice Tuckshop Pte Ltd,Operations,Cafe Operator,"['cafe', 'oper']",1800,2400,1800,2021-03-09
Vector InfoTech Pte Ltd,Business Development / Sales,JUNIOR SALES ENGINEERS (TELECOMMUNICATION),"['junior', 'sale', 'engin', 'telecommun']",2400,3800,2480.0,2021-03-16
Carro Singapore,Business Development / Sales,Core Business Manager,"['core', 'busi', 'manag']",3500,5000,3500,2021-03-15
D11 Solutions,Business Development / Sales,Brand agents,"['brand', 'agent']",2000,3000,2000.0,2021-03-11
EVOLVE MMA,Other,Chief Happiness Executive (Customer Service),"['chief', 'happi', 'execut', 'custom', 'servic']",2500,3000,2500,2021-03-11
Advanced Micro Foundry Pte Ltd,Engineering,Associate Engineer,"['associ', 'engin']",2500,3300,2500,2021-03-15
Barrel Marketing,Business Development / Sales,"Sales and Marketing Associate (Fun culture ,Immediate Starter)","['sale', 'and', 'market', 'associ', 'fun', 'cultur', 'immedi', 'starter']",3000,6000,3600.0,2021-03-12
TalentStork Pte Ltd,Human Resource,Recruitment Consultant Trainee #SGUnitedTraineeship #Mid-CareerPathways,"['recruit', 'consult', 'traine', 'sgunitedtraineeship', 'mid-careerpathway']",2000,2400,2000,2021-03-11
The Epicurean State,Marketing,Regional Digital and Partnerships Manager #SGUP SGUnited Mid-Career Pathway,"['region', 'digit', 'and', 'partnership', 'manag', 'sgup', 'sgunit', 'mid-car', 'pathway']",2700,2700,2700,2021-03-16
Iq Dynamics Pte Ltd,Other,Sales Executive (Enterprise Business Application & IT Infrastructure Services),"['sale', 'execut', 'enterpris', 'busi', 'applic', 'IT', 'infrastructur', 'servic']",3000,3500,3000,2021-03-10
Mixes From Mars,Hospitality and Travel,Kitchen Assistant,"['kitchen', 'assist']",2000,2500,2000,2021-03-10
Alinea Marketing Group,Business Development / Sales,"Sales and Marketing Associates (Entry Level, Fresh/A Level Grads, ORD Personnels Welcomed!) ","['sale', 'and', 'market', 'associ', 'entri', 'level', 'fresh/a', 'level', 'grad', 'ord', 'personnel', 'welcom']",2500,3500,2500,2021-03-14
Haulio,Operations,Customer Service Executive,"['custom', 'servic', 'execut']",2500,3000,2500,2021-03-11
Academia Education,Education,English Teacher and Curriculum Developer,"['english', 'teacher', 'and', 'curriculum', 'develop']",2800,4000,2800,2021-03-15
Reality Detector,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",5000,8000,5200.0,2021-03-15
Furen International School,Education,Management Support Executive,"['manag', 'support', 'execut']",2000,3000,2000.0,2021-03-10
The Gym Pod,Software Engineering,Software Engineer,"['softwar', 'engin']",3500,4500,3500,2021-03-15
Dyna-mac Engineering Services Pte Ltd,Other,Quantity Surveyor ,"['quantiti', 'surveyor']",2200,2700,2200,2021-03-12
Vlc Marketing,Business Development / Sales,Corporate Sales Associate (MARCH ENTRY),"['corpor', 'sale', 'associ', 'march', 'entri']",2700,3500,2700,2021-03-14
Dyna-mac Engineering Services Pte Ltd,Engineering,Sub-Contracting Executive,"['sub-contract', 'execut']",2200,2700,2200,2021-03-12
Prelude Recruit,Business Development / Sales,Sales Business and Development Representative,"['sale', 'busi', 'and', 'develop', 'repres']",2500,4000,2600.0,2021-03-11
Novelship,Design,UIUX Designer,"['uiux', 'design']",4000,5000,4000,2021-03-11
Atlas Marketing Group,Business Development / Sales,Business Development Associate (Entry Level),"['busi', 'develop', 'associ', 'entri', 'level']",2500,4500,2800.0,2021-03-15
ProSpace Pte Ltd,Operations,IT Engineer,"['IT', 'engin']",2400,2700,2400,2021-03-12
The Sparks Foundation,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",1000,2000,1200.0,2021-03-15
Uilicious Private Limited,Software Engineering,Test Infrastructure Engineer (Software Engineer),"['test', 'infrastructur', 'engin', 'softwar', 'engin']",5000,8000,5200.0,2021-03-12
Glife Technologies Pte Ltd,Operations,Customer Service Executive (Sales Support),"['custom', 'servic', 'execut', 'sale', 'support']",2000,2500,2000,2021-03-16
SearchAsia Consulting Pte Ltd,Human Resource,Legal Recruiter #LKC ,"['legal', 'recruit', 'lkc']",2400,4000,2560.0,2021-03-12
GP Hotel Management,Other,IT Executive,"['IT', 'execut']",2800,3500,2800,2021-03-10
Prem Roy Motoring Pte Ltd,Business Development / Sales,Sales Executive - Automotive,"['sale', 'execut', 'automot']",5000,6000,5000,2021-03-15
Asia Innovatory Management School,Education,Math Teacher (A/O Levels),"['math', 'teacher', 'a/o', 'level']",3500,5000,3500,2021-03-15
Advisors Alliance Group - Singapore,Marketing,Summer Student Ambassador (Part-Time),"['summer', 'student', 'ambassador', 'part-tim']",500,1000,600.0,2021-03-15
Carro Singapore,Design,Senior/Lead Product Designer (UI/UX),"['senior/lead', 'product', 'design', 'ui/ux']",6500,8000,6500,2021-03-15
Caga Consultants Pte Ltd,Engineering,BIM ENGINEER/DRAFTER,"['bim', 'engineer/draft']",1800,2800,1840.0,2021-03-15
Alinea Marketing Group,Business Development / Sales,"B2B Business Development Associates (Entry Level, 1-1 Mentorship Provided) ","['b2b', 'busi', 'develop', 'associ', 'entri', 'level', 'mentorship', 'provid']",2500,3500,2500,2021-03-15
2359 Media,Administrative,Personal Assistant/Secretary,"['person', 'assistant/secretari']",2000,3000,2000.0,2021-03-12
Asia Innovatory Management School,Education,Teacher (Sec & JC Level in Correctional Facility),"['teacher', 'sec', 'JC', 'level', 'in', 'correct', 'facil']",4000,5500,4000,2021-03-15
SearchAsia Consulting Pte Ltd,Human Resource,Specialist Recruiter ,"['specialist', 'recruit']",2400,4000,2560.0,2021-03-12
Carro Singapore,Business Development / Sales,B2B Management Executive,"['b2b', 'manag', 'execut']",2000,2500,2000,2021-03-15
Altra Marketing,Marketing,Brand Ambassador ,"['brand', 'ambassador']",2500,3500,2500,2021-03-09
Asia Innovatory Management School,Education,Science (Bio/Physics) Teacher,"['scienc', 'bio/phys', 'teacher']",3500,5000,3500,2021-03-15
Bigfoot Logistic,Operations,Prime Mover Driver (PSA),"['prime', 'mover', 'driver', 'psa']",3200,4000,3200,2021-03-12
Qashier,Business Development / Sales,Inside Sales Executive,"['insid', 'sale', 'execut']",2800,3200,2800,2021-03-15
Ignite Marketing Group ,Data Science,Business Development Associate (Immediate Start!) (Training Provided),"['busi', 'develop', 'associ', 'immedi', 'start', 'train', 'provid']",2800,4500,2920.0,2021-03-13
Qxpress Pte Ltd,Other,Warehouse Assistant (3 Months Temp),"['warehous', 'assist', 'month', 'temp']",1760,2100,1760,2021-03-12
CYS Global Remit Pte Ltd,Finance,FX Settlement Officer,"['FX', 'settlement', 'offic']",2200,2500,2200,2021-03-13
Abraham International Process Engineering Corp. Pt,Engineering,Mechanical Engineers,"['mechan', 'engin']",2200,2800,2200,2021-03-12
RYSH Organization,Business Development / Sales,Corporate Brand Ambassador ,"['corpor', 'brand', 'ambassador']",2500,5500,3200.0,2021-03-09
Atlas Marketing Group,Marketing,Events Associate,"['event', 'associ']",2500,4500,2800.0,2021-03-10
Resolutez,Business Development / Sales,Event Sales Representative,"['event', 'sale', 'repres']",3000,5000,3200.0,2021-03-10
CYS Global Remit Pte Ltd,Business Development / Sales,FX Treasury Sales Apprentice,"['FX', 'treasuri', 'sale', 'apprentic']",2500,3000,2500,2021-03-13
Prelude Recruit,Business Development / Sales,B2B Sales Representative,"['b2b', 'sale', 'repres']",2500,4000,2600.0,2021-03-15
Knav Services LLP,Finance,Audit Senior / Audit Assistant Manager,"['audit', 'senior', 'audit', 'assist', 'manag']",3000,4000,3000,2021-03-12
Prelude Recruit,Business Development / Sales,B2B Customer Acquisition Associate,"['b2b', 'custom', 'acquisit', 'associ']",2500,4000,2600.0,2021-03-10
Colony Pups Group,Business Development / Sales,Business Development Associate,"['busi', 'develop', 'associ']",1000,2000,1200.0,2021-03-15
-,Finance,[SIGN UP WITH FRIENDS!] Up to $800/mth [] Summer Entrepreneurship Camp [] Final Years Local Undergraduates [] 8 Weeks [] CBD Area,"['sign', 'UP', 'with', 'friend', 'Up', 'to', '800/mth', 'summer', 'entrepreneurship', 'camp', 'final', 'year', 'local', 'undergradu', 'week', 'cbd', 'area']",500,800,520.0,2021-03-15
Carro Singapore,Business Development / Sales,Manager (Special Projects),"['manag', 'special', 'project']",3500,5000,3500,2021-03-15
BloomBack Pte Ltd,Finance,Finance and Admin,"['financ', 'and', 'admin']",2000,2500,2000,2021-03-14
Scanto Technology Pte Ltd,Software Engineering,Frontend Developer,"['frontend', 'develop']",3500,4000,3500,2021-03-11
Alinea Marketing Group,Business Development / Sales,"Sales and Marketing Associates (Entry Level, Fresh/A Level Grads, ORD Personnels Welcomed!)","['sale', 'and', 'market', 'associ', 'entri', 'level', 'fresh/a', 'level', 'grad', 'ord', 'personnel', 'welcom']",2500,3500,2500,2021-03-15
Fourth Paradigm Southeast Asia Pte Ltd,Administrative,Executive Assistant,"['execut', 'assist']",2500,3000,2500,2021-03-12
6Estates Pte Ltd,Human Resource,HR & Admin Executive,"['HR', 'admin', 'execut']",2000,2500,2000,2021-03-10
Jacobson Global Logistics (s) Pte Ltd,Finance,Accounts Assistant,"['account', 'assist']",1800,2000,1800,2021-03-15
Kobe Global Technologies Pte Ltd,Media & Communications,Country Specialist - Thailand,"['countri', 'specialist', 'thailand']",350,800,460.0,2021-03-16
League Advisors,Business Development / Sales,Sales Representative,"['sale', 'repres']",3000,5000,3200.0,2021-03-12
Atlas Marketing Group,Business Development / Sales,Corporate sales ,"['corpor', 'sale']",2500,4500,2800.0,2021-03-15
Grid Pte Ltd,Other,Senior Account Executive,"['senior', 'account', 'execut']",2500,3000,2500,2021-03-11
Trade Ventures International (TVI) Food,Business Development / Sales,Business Development Executive Supermarkets- Supermarkets#SGUnitedJobs,"['busi', 'develop', 'execut', 'supermarkets-', 'supermarket', 'sgunitedjob']",2800,3000,2800,2021-03-11
Bata Shoe Singapore Pte Ltd,Data Science,Junior Business Development Analyst,"['junior', 'busi', 'develop', 'analyst']",2000,2800,2000,2021-03-16
Hopvation,Design,Senior Graphic Designer ,"['senior', 'graphic', 'design']",2400,2900,2400,2021-03-11
Bigfoot Logistic,Operations,Stevedore Cargo Master (Lashing Specialist) – PSA Port Operation,"['stevedor', 'cargo', 'master', 'lash', 'specialist', 'psa', 'port', 'oper']",3000,3200,3000,2021-03-13
Hustle & Bustle,Design,Experience Designer ,"['experi', 'design']",2800,3200,2800,2021-03-15
Gank Global,Design,Graphic Designer,"['graphic', 'design']",2400,2800,2400,2021-03-12
Achieve Group,Engineering,R&D Mechanical Engineer (Up to $6500 | Manufacturing | Creo/Pro-E),"['R', 'D', 'mechan', 'engin', 'Up', 'to', 'manufactur', 'creo/pro-']",4000,6500,4200.0,2021-03-10
Achieve Group,Engineering,Manufacturing Supervisor (Up to $5000 | 5-day work | Perm | North),"['manufactur', 'supervisor', 'Up', 'to', '5-day', 'work', 'perm', 'north']",4000,5000,4000,2021-03-11
Gradepixel Pte Ltd,Media & Communications,In-house Commercial Photographer/Assistant (Full Time),"['in-hous', 'commerci', 'photographer/assist', 'full', 'time']",1800,2500,1800,2021-03-15
Agrace Pte Ltd,Consulting,Wealth Management Associate,"['wealth', 'manag', 'associ']",3000,6000,3600.0,2021-03-15
Scanto Technology Pte Ltd,Software Engineering,Backend Developer ,"['backend', 'develop']",3500,4000,3500,2021-03-11
Abraham International Process Engineering Corp. Pt,Engineering,Electrical Engineers,"['electr', 'engin']",2200,2800,2200,2021-03-12
